index,relevants
6380,1991.0
6381,1653.0
6382,38702.0
6383,22758.0
6384,11389.0
6385,24744.0
6386,35343.0
6387,11991.0
6388,34339.0
6389,29415.0
6390,41554.0
6391,39034.0
6392,42106.0
6393,17147.0
6394,31985.0
6395,29512.0
6396,52073.0
6397,7284.0
6398,42988.0
6399,28841.0
6400,37340.0
6401,7077.0
6402,52402.0
6403,1790.0
6404,3736.0
6405,50437.0
6406,34047.0
6407,2769.0
6408,11678.0
6409,4990.0
6410,38334.0
6411,35333.0
6412,47992.0
6413,53256.0
6414,39252.0
6415,11218.0
6416,4257.0
6417,37452.0
6418,2130.0
6419,12464.0
6420,34601.0
6421,18521.0
6422,47840.0
6423,28841.0
6424,33912.0
6425,10341.0
6426,30119.0
6427,28841.0
6428,50261.0
6429,46239.0
6430,38363.0
6431,8649.0
6432,39942.0
6433,50577.0
6434,46797.0
6435,35665.0
6436,19183.0
6437,38787.0
6438,52750.0
6439,40663.0
6440,35814.0
6441,36971.0
6442,34432.0
6443,40281.0
6444,37292.0
6445,48363.0
6446,4417.0
6447,6711.0
6448,21200.0
6449,47317.0
6450,3051.0
6451,28841.0
6452,48250.0
6453,41869.0
6454,49933.0
6455,28841.0
6456,40892.0
6457,47983.0
6458,29256.0
6459,35275.0
6460,38075.0
6461,48779.0
6462,4877.0
6463,28841.0
6464,15454.0
6465,3807.0
6466,49900.0
6467,5552.0
6468,12696.0
6469,41006.0
6470,4782.0
6471,25980.0
6472,55248.0
6473,2959.0
6474,46180.0
6475,52548.0
6476,14766.0
6477,41836.0
6478,17147.0
6479,36548.0
6480,54581.0
6481,38731.0
6482,33430.0
6483,14086.0
6484,5366.0
6485,52957.0
6486,52748.0
6487,48448.0
6488,49585.0
6489,19618.0
6490,49894.0
6491,35389.0
6492,47446.0
6493,37450.0
6494,51441.0
6495,17644.0
6496,391.0
6497,38593.0
6498,35867.0
6499,50594.0
6500,36858.0
6501,17582.0
6502,10216.0
6503,5330.0
6504,20626.0
6505,31177.0
6506,4607.0
6507,33013.0
6508,10124.0
6509,48756.0
6510,40694.0
6511,3137.0
6512,8636.0
6513,30563.0
6514,16625.0
6515,50216.0
6516,48940.0
6517,48250.0
6518,48886.0
6519,39360.0
6520,52971.0
6521,44582.0
6522,45947.0
6523,10324.0
6524,29468.0
6525,52984.0
6526,29152.0
6527,14973.0
6528,31451.0
6529,42627.0
6530,11997.0
6531,51619.0
6532,48644.0
6533,49890.0
6534,36935.0
6535,48323.0
6536,37600.0
6537,42624.0
6538,6505.0
6539,28841.0
6540,35463.0
6541,11313.0
6542,5366.0
6543,4417.0
6544,37619.0
6545,42896.0
6546,19114.0
6547,39420.0
6548,53943.0
6549,11997.0
6550,11825.0
6551,3008.0
6552,16965.0
6553,5952.0
6554,39453.0
6555,38736.0
6556,43770.0
6557,1277.0
6558,31289.0
6559,49.0
6560,44238.0
6561,15769.0
6562,40125.0
6563,47918.0
6564,10653.0
6565,16526.0
6566,15829.0
6567,48907.0
6568,29004.0
6569,29834.0
6570,30955.0
6571,34739.0
6572,37602.0
6573,2346.0
6574,29512.0
6575,37551.0
6576,49230.0
6577,41465.0
6578,39286.0
6579,48632.0
6580,5442.0
6581,54720.0
6582,33283.0
6583,9449.0
6584,27806.0
6585,39679.0
6586,37301.0
6587,33502.0
6588,16209.0
6589,36529.0
6590,49815.0
6591,39985.0
6592,43106.0
6593,212.0
6594,5438.0
6595,37749.0
6596,32197.0
6597,43867.0
6598,38783.0
6599,901.0
6600,11937.0
6601,38765.0
6602,49551.0
6603,46903.0
6604,5552.0
6605,34606.0
6606,28971.0
6607,33717.0
6608,21966.0
6609,1968.0
6610,43937.0
6611,11923.0
6612,46070.0
6613,41480.0
6614,38526.0
6615,2646.0
6616,35632.0
6617,9449.0
6618,28841.0
6619,52664.0
6620,50598.0
6621,39424.0
6622,39752.0
6623,42637.0
6624,690.0
6625,35407.0
6626,39941.0
6627,30063.0
6628,37451.0
6629,41063.0
6630,328.0
6631,32555.0
6632,30300.0
6633,47558.0
6634,37290.0
6635,11484.0
6636,34891.0
6637,46470.0
6638,4222.0
6639,51614.0
6640,22525.0
6641,5019.0
6642,31716.0
6643,51672.0
6644,25726.0
6645,43465.0
6646,51.0
6647,780.0
6648,38289.0
6649,40500.0
6650,3916.0
6651,38735.0
6652,50771.0
6653,7694.0
6654,29961.0
6655,6310.0
6656,33466.0
6657,43138.0
6658,11290.0
6659,39302.0
6660,7431.0
6661,299.0
6662,29256.0
6663,7036.0
6664,35862.0
6665,48178.0
6666,3435.0
6667,36446.0
6668,42050.0
6669,30817.0
6670,50649.0
6671,31105.0
6672,48636.0
6673,50608.0
6674,41508.0
6675,50375.0
6676,38479.0
6677,53671.0
6678,46172.0
6679,1727.0
6680,47681.0
6681,31534.0
6682,1366.0
6683,32667.0
6684,49035.0
6685,51307.0
6686,33742.0
6687,592.0
6688,1790.0
6689,780.0
6690,17302.0
6691,35936.0
6692,33623.0
6693,39487.0
6694,52280.0
6695,2243.0
6696,36321.0
6697,48050.0
6698,31351.0
6699,30930.0
6700,6005.0
6701,38702.0
6702,533.0
6703,5417.0
6704,36209.0
6705,12014.0
6706,29624.0
6707,47554.0
6708,36510.0
6709,47679.0
6710,47933.0
6711,39008.0
6712,20256.0
6713,31167.0
6714,11873.0
6715,49660.0
6716,28841.0
6717,48062.0
6718,33912.0
6719,13312.0
6720,47391.0
6721,42703.0
6722,48074.0
6723,30839.0
6724,36501.0
6725,46632.0
6726,9734.0
6727,50674.0
6728,36320.0
6729,48793.0
6730,39524.0
6731,2030.0
6732,42786.0
6733,36146.0
6734,49103.0
6735,20947.0
6736,37658.0
6737,41031.0
6738,53596.0
6739,41262.0
6740,49112.0
6741,35480.0
6742,43838.0
6743,443.0
6744,101.0
6745,14379.0
6746,2871.0
6747,41718.0
6748,31105.0
6749,13600.0
6750,5552.0
6751,4239.0
6752,37739.0
6753,28865.0
6754,41568.0
6755,51528.0
6756,35769.0
6757,37596.0
6758,1364.0
6759,28974.0
6760,2147.0
6761,48877.0
6762,14544.0
6763,32302.0
6764,33586.0
6765,39635.0
6766,2769.0
6767,29810.0
6768,28841.0
6769,37380.0
6770,50173.0
6771,41403.0
6772,48198.0
6773,1790.0
6774,35579.0
6775,50264.0
6776,31043.0
6777,4859.0
6778,4261.0
6779,3917.0
6780,40615.0
6781,38699.0
6782,53165.0
6783,12321.0
6784,29907.0
6785,40417.0
6786,2612.0
6787,12913.0
6788,39960.0
6789,7602.0
6790,54052.0
6791,11680.0
6792,34015.0
6793,37828.0
6794,48674.0
6795,41164.0
6796,16024.0
6797,32584.0
6798,51612.0
6799,33832.0
6800,41717.0
6801,41195.0
6802,42379.0
6803,32098.0
6804,14998.0
6805,35150.0
6806,37935.0
6807,49962.0
6808,2611.0
6809,28841.0
6810,12066.0
6811,51184.0
6812,38972.0
6813,1629.0
6814,30826.0
6815,38194.0
6816,7129.0
6817,33912.0
6818,37182.0
6819,33621.0
6820,48225.0
6821,1364.0
6822,48395.0
6823,33217.0
6824,15650.0
6825,53437.0
6826,31164.0
6827,49115.0
6828,41144.0
6829,35441.0
6830,41770.0
6831,5183.0
6832,28841.0
6833,29810.0
6834,55953.0
6835,11230.0
6836,4595.0
6837,33300.0
6838,1364.0
6839,31105.0
6840,716.0
6841,48143.0
6842,15752.0
6843,8652.0
6844,37086.0
6845,49469.0
6846,34026.0
6847,29458.0
6848,40633.0
6849,51446.0
6850,36729.0
6851,15093.0
6852,50315.0
6853,1304.0
6854,41633.0
6855,40114.0
6856,35600.0
6857,7036.0
6858,35963.0
6859,42645.0
6860,18300.0
6861,522.0
6862,2937.0
6863,39843.0
6864,45711.0
6865,34160.0
6866,35058.0
6867,51490.0
6868,2693.0
6869,13605.0
6870,36760.0
6871,3078.0
6872,52674.0
6873,37129.0
6874,24812.0
6875,46038.0
6876,35386.0
6877,32685.0
6878,49582.0
6879,28841.0
6880,4855.0
6881,10359.0
6882,5366.0
6883,2542.0
6884,47743.0
6885,15511.0
6886,50961.0
6887,7432.0
6888,30085.0
6889,35873.0
6890,31105.0
6891,50244.0
6892,3435.0
6893,29427.0
6894,30698.0
6895,55461.0
6896,32685.0
6897,18511.0
6898,35729.0
6899,30231.0
6900,50543.0
6901,32423.0
6902,54923.0
6903,3064.0
6904,30978.0
6905,41592.0
6906,33479.0
6907,49394.0
6908,50394.0
6909,28987.0
6910,173.0
6911,28841.0
6912,43936.0
6913,54074.0
6914,39961.0
6915,70.0
6916,39956.0
6917,7657.0
6918,28841.0
6919,613.0
6920,12632.0
6921,51204.0
6922,40067.0
6923,39500.0
6924,53377.0
6925,2082.0
6926,48805.0
6927,34026.0
6928,39691.0
6929,34702.0
6930,41286.0
6931,28865.0
6932,36357.0
6933,8925.0
6934,31891.0
6935,38448.0
6936,10561.0
6937,50791.0
6938,37227.0
6939,40574.0
6940,12151.0
6941,53117.0
6942,48205.0
6943,35346.0
6944,514.0
6945,40425.0
6946,54362.0
6947,635.0
6948,4782.0
6949,49756.0
6950,11997.0
6951,30997.0
6952,55672.0
6953,11650.0
6954,44721.0
6955,29642.0
6956,5391.0
6957,11632.0
6958,54006.0
6959,31033.0
6960,37204.0
6961,48900.0
6962,11800.0
6963,121.0
6964,48330.0
6965,52931.0
6966,5837.0
6967,4712.0
6968,38890.0
6969,34813.0
6970,34571.0
6971,34837.0
6972,46780.0
6973,35857.0
6974,39624.0
6975,1558.0
6976,63.0
6977,28841.0
6978,29790.0
6979,56554.0
6980,24199.0
6981,2769.0
6982,4381.0
6983,5263.0
6984,51612.0
6985,56904.0
6986,47628.0
6987,30397.0
6988,47671.0
6989,5244.0
6990,39462.0
6991,5101.0
6992,7036.0
6993,51367.0
6994,33201.0
6995,1364.0
6996,780.0
6997,37262.0
6998,151.0
6999,7273.0
7000,32725.0
7001,11613.0
7002,45824.0
7003,50121.0
7004,35771.0
7005,12447.0
7006,51814.0
7007,1613.0
7008,4316.0
7009,11997.0
7010,38286.0
7011,7284.0
7012,39490.0
7013,41459.0
7014,38049.0
7015,47209.0
7016,35980.0
7017,36111.0
7018,35407.0
7019,36615.0
7020,35244.0
7021,50339.0
7022,10936.0
7023,11997.0
7024,3145.0
7025,28841.0
7026,29256.0
7027,30005.0
7028,5402.0
7029,12783.0
7030,43109.0
7031,35729.0
7032,32055.0
7033,38568.0
7034,36446.0
7035,270.0
7036,4030.0
7037,2937.0
7038,35729.0
7039,51302.0
7040,53011.0
7041,33268.0
7042,38914.0
7043,12030.0
7044,2738.0
7045,573.0
7046,37566.0
7047,36591.0
7048,31546.0
7049,14750.0
7050,28974.0
7051,28841.0
7052,45931.0
7053,29320.0
7054,40532.0
7055,5366.0
7056,34349.0
7057,49971.0
7058,40203.0
7059,36862.0
7060,56093.0
7061,20158.0
7062,8724.0
7063,780.0
7064,54636.0
7065,23.0
7066,23823.0
7067,58937.0
7068,38259.0
7069,783.0
7070,11771.0
7071,48207.0
7072,2874.0
7073,8170.0
7074,51464.0
7075,49420.0
7076,55743.0
7077,40125.0
7078,29128.0
7079,11784.0
7080,11590.0
7081,49185.0
7082,32900.0
7083,48193.0
7084,13062.0
7085,37605.0
7086,38289.0
7087,36858.0
7088,51898.0
7089,33912.0
7090,40616.0
7091,29004.0
7092,38408.0
7093,27669.0
7094,39917.0
7095,15626.0
7096,47689.0
7097,8847.0
7098,7507.0
7099,29664.0
7100,1558.0
7101,38546.0
7102,35407.0
7103,28872.0
7104,7284.0
7105,2087.0
7106,16774.0
7107,56634.0
7108,35817.0
7109,274.0
7110,40151.0
7111,53384.0
7112,44840.0
7113,9789.0
7114,3916.0
7115,38175.0
7116,35344.0
7117,334.0
7118,32660.0
7119,38785.0
7120,1629.0
7121,47445.0
7122,7036.0
7123,37100.0
7124,51756.0
7125,31371.0
7126,49389.0
7127,49632.0
7128,48105.0
7129,50576.0
7130,39202.0
7131,28841.0
7132,38818.0
7133,29427.0
7134,51625.0
7135,38511.0
7136,13996.0
7137,46042.0
7138,52664.0
7139,264.0
7140,36817.0
7141,28988.0
7142,37527.0
7143,32232.0
7144,45109.0
7145,4056.0
7146,39419.0
7147,14650.0
7148,40814.0
7149,32569.0
7150,33929.0
7151,33842.0
7152,8161.0
7153,2606.0
7154,33310.0
7155,33919.0
7156,48931.0
7157,35729.0
7158,48345.0
7159,1857.0
7160,47006.0
7161,38907.0
7162,41496.0
7163,31788.0
7164,11218.0
7165,5462.0
7166,43912.0
7167,48038.0
7168,7332.0
7169,7732.0
7170,28841.0
7171,33912.0
7172,60451.0
7173,38279.0
7174,15721.0
7175,41937.0
7176,7292.0
7177,35578.0
7178,7102.0
7179,39051.0
7180,614.0
7181,2802.0
7182,31523.0
7183,28841.0
7184,14232.0
7185,11411.0
7186,45705.0
7187,50231.0
7188,28841.0
7189,33912.0
7190,5677.0
7191,36858.0
7192,2937.0
7193,29642.0
7194,12992.0
7195,29422.0
7196,39044.0
7197,11726.0
7198,11525.0
7199,601.0
7200,29791.0
7201,40098.0
7202,31208.0
7203,28841.0
7204,36923.0
7205,46283.0
7206,35124.0
7207,29906.0
7208,40677.0
7209,27237.0
7210,44127.0
7211,48924.0
7212,818.0
7213,48877.0
7214,5543.0
7215,54514.0
7216,48388.0
7217,41523.0
7218,40061.0
7219,31582.0
7220,43362.0
7221,57232.0
7222,23788.0
7223,14908.0
7224,44706.0
7225,2198.0
7226,39423.0
7227,49229.0
7228,3518.0
7229,51379.0
7230,36196.0
7231,2851.0
7232,35022.0
7233,22815.0
7234,6394.0
7235,46766.0
7236,47218.0
7237,11597.0
7238,38093.0
7239,36139.0
7240,36896.0
7241,39420.0
7242,28841.0
7243,10121.0
7244,5300.0
7245,51000.0
7246,48740.0
7247,36729.0
7248,39140.0
7249,49697.0
7250,49410.0
7251,2871.0
7252,28841.0
7253,32868.0
7254,40056.0
7255,14187.0
7256,37430.0
7257,39219.0
7258,8782.0
7259,46952.0
7260,47987.0
7261,40352.0
7262,49180.0
7263,36144.0
7264,47786.0
7265,28409.0
7266,42339.0
7267,47853.0
7268,51784.0
7269,52014.0
7270,14073.0
7271,12145.0
7272,50307.0
7273,39873.0
7274,24527.0
7275,48604.0
7276,3044.0
7277,8697.0
7278,34885.0
7279,12165.0
7280,33583.0
7281,52137.0
7282,49833.0
7283,32433.0
7284,5366.0
7285,18321.0
7286,4819.0
7287,51717.0
7288,48829.0
7289,39252.0
7290,134.0
7291,7036.0
7292,37911.0
7293,49645.0
7294,38513.0
7295,13778.0
7296,36897.0
7297,34813.0
7298,4285.0
7299,38749.0
7300,42234.0
7301,28841.0
7302,11350.0
7303,35725.0
7304,39085.0
7305,34752.0
7306,31214.0
7307,31303.0
7308,30913.0
7309,11844.0
7310,4056.0
7311,50672.0
7312,30656.0
7313,46743.0
7314,5366.0
7315,49047.0
7316,1613.0
7317,545.0
7318,39934.0
7319,780.0
7320,39993.0
7321,46607.0
7322,50988.0
7323,3435.0
7324,7632.0
7325,32197.0
7326,20218.0
7327,5369.0
7328,40569.0
7329,39631.0
7330,2937.0
7331,41618.0
7332,29256.0
7333,35407.0
7334,5183.0
7335,37717.0
7336,5656.0
7337,40286.0
7338,14259.0
7339,40756.0
7340,36056.0
7341,9068.0
7342,51032.0
7343,39608.0
7344,1364.0
7345,11834.0
7346,5366.0
7347,38118.0
7348,7284.0
7349,9138.0
7350,2574.0
7351,29143.0
7352,38471.0
7353,49037.0
7354,49471.0
7355,28955.0
7356,316.0
7357,33065.0
7358,34101.0
7359,52283.0
7360,48377.0
7361,10985.0
7362,36142.0
7363,57042.0
7364,1364.0
7365,52852.0
7366,45960.0
7367,7036.0
7368,10900.0
7369,55108.0
7370,39967.0
7371,4231.0
7372,30119.0
7373,38839.0
7374,32248.0
7375,49346.0
7376,37730.0
7377,9885.0
7378,5366.0
7379,5276.0
7380,41857.0
7381,35029.0
7382,50047.0
7383,9813.0
7384,5116.0
7385,52475.0
7386,46576.0
7387,36959.0
7388,48621.0
7389,11512.0
7390,3271.0
7391,35341.0
7392,37985.0
7393,31208.0
7394,29266.0
7395,14750.0
7396,46365.0
7397,50714.0
7398,29427.0
7399,32381.0
7400,38892.0
7401,42818.0
7402,14730.0
7403,47444.0
7404,50548.0
7405,4855.0
7406,48149.0
7407,6919.0
7408,28841.0
7409,37580.0
7410,51908.0
7411,29268.0
7412,31151.0
7413,52573.0
7414,53739.0
7415,35861.0
7416,3374.0
7417,1854.0
7418,30119.0
7419,4219.0
7420,6953.0
7421,51549.0
7422,43423.0
7423,34541.0
7424,53617.0
7425,31555.0
7426,39034.0
7427,53633.0
7428,40482.0
7429,34954.0
7430,47788.0
7431,29906.0
7432,1007.0
7433,33594.0
7434,33451.0
7435,40064.0
7436,56492.0
7437,41419.0
7438,33479.0
7439,2835.0
7440,43147.0
7441,37725.0
7442,13179.0
7443,12618.0
7444,46197.0
7445,39447.0
7446,17147.0
7447,38137.0
7448,30993.0
7449,11682.0
7450,29616.0
7451,49817.0
7452,275.0
7453,34614.0
7454,4855.0
7455,46956.0
7456,12601.0
7457,13736.0
7458,48811.0
7459,50495.0
7460,52100.0
7461,2216.0
7462,40175.0
7463,38363.0
7464,3145.0
7465,36338.0
7466,46916.0
7467,50302.0
7468,34704.0
7469,38770.0
7470,50567.0
7471,11627.0
7472,50016.0
7473,42127.0
7474,20918.0
7475,49505.0
7476,40743.0
7477,38098.0
7478,41770.0
7479,29422.0
7480,39650.0
7481,8039.0
7482,52880.0
7483,28841.0
7484,14570.0
7485,45564.0
7486,7273.0
7487,28841.0
7488,28995.0
7489,37340.0
7490,13214.0
7491,31768.0
7492,2969.0
7493,40042.0
7494,53869.0
7495,28841.0
7496,2721.0
7497,47680.0
7498,52353.0
7499,5366.0
7500,37900.0
7501,34570.0
7502,31577.0
7503,19074.0
7504,36885.0
7505,4056.0
7506,25016.0
7507,32194.0
7508,15427.0
7509,40773.0
7510,42797.0
7511,28850.0
7512,16384.0
7513,50137.0
7514,36962.0
7515,36976.0
7516,17147.0
7517,41383.0
7518,7978.0
7519,47976.0
7520,52062.0
7521,37089.0
7522,55930.0
7523,12033.0
7524,50620.0
7525,47080.0
7526,49010.0
7527,47354.0
7528,31981.0
7529,39193.0
7530,38945.0
7531,48234.0
7532,13082.0
7533,11024.0
7534,47080.0
7535,43752.0
7536,41906.0
7537,29370.0
7538,8373.0
7539,36020.0
7540,38725.0
7541,33575.0
7542,19859.0
7543,50857.0
7544,37406.0
7545,9208.0
7546,39480.0
7547,50964.0
7548,39903.0
7549,41113.0
7550,38487.0
7551,48496.0
7552,12384.0
7553,50490.0
7554,37082.0
7555,56182.0
7556,51194.0
7557,41518.0
7558,54018.0
7559,37903.0
7560,34974.0
7561,28841.0
7562,28841.0
7563,52723.0
7564,47292.0
7565,50199.0
7566,50226.0
7567,46080.0
7568,36196.0
7569,34297.0
7570,31622.0
7571,53098.0
7572,19224.0
7573,53493.0
7574,41812.0
7575,36397.0
7576,103.0
7577,2296.0
7578,11227.0
7579,55743.0
7580,35837.0
7581,39442.0
7582,46585.0
7583,36597.0
7584,51917.0
7585,4782.0
7586,11978.0
7587,11359.0
7588,19545.0
7589,8861.0
7590,50995.0
7591,39228.0
7592,39957.0
7593,34946.0
7594,41454.0
7595,48877.0
7596,32411.0
7597,46568.0
7598,41243.0
7599,39508.0
7600,49420.0
7601,51907.0
7602,47860.0
7603,5366.0
7604,49488.0
7605,21809.0
7606,49908.0
7607,47424.0
7608,50466.0
7609,48108.0
7610,11089.0
7611,31371.0
7612,41025.0
7613,5552.0
7614,35379.0
7615,39750.0
7616,39142.0
7617,38316.0
7618,3915.0
7619,29427.0
7620,49985.0
7621,1814.0
7622,49476.0
7623,1558.0
7624,1814.0
7625,36446.0
7626,49206.0
7627,12179.0
7628,50511.0
7629,37893.0
7630,11948.0
7631,52126.0
7632,39934.0
7633,46920.0
7634,39208.0
7635,18121.0
7636,23315.0
7637,10935.0
7638,30231.0
7639,47976.0
7640,36306.0
7641,11541.0
7642,32975.0
7643,29378.0
7644,50659.0
7645,32494.0
7646,11997.0
7647,10935.0
7648,48865.0
7649,73.0
7650,43652.0
7651,33912.0
7652,2857.0
7653,48396.0
7654,1781.0
7655,29021.0
7656,35712.0
7657,33339.0
7658,40434.0
7659,49078.0
7660,50034.0
7661,1790.0
7662,40006.0
7663,2937.0
7664,18108.0
7665,28841.0
7666,46083.0
7667,30816.0
7668,18614.0
7669,49230.0
7670,32213.0
7671,7933.0
7672,40479.0
7673,29143.0
7674,30698.0
7675,716.0
7676,32850.0
7677,546.0
7678,42165.0
7679,35150.0
7680,15337.0
7681,29542.0
7682,28845.0
7683,28841.0
7684,5531.0
7685,49654.0
7686,14025.0
7687,55564.0
7688,39927.0
7689,2741.0
7690,16391.0
7691,4782.0
7692,1968.0
7693,20673.0
7694,34010.0
7695,50479.0
7696,37029.0
7697,46436.0
7698,11199.0
7699,47288.0
7700,509.0
7701,1247.0
7702,50703.0
7703,29427.0
7704,7775.0
7705,49658.0
7706,37031.0
7707,6985.0
7708,12406.0
7709,41816.0
7710,54051.0
7711,36703.0
7712,4855.0
7713,33912.0
7714,34285.0
7715,38035.0
7716,38587.0
7717,32219.0
7718,10737.0
7719,38250.0
7720,37509.0
7721,6927.0
7722,34498.0
7723,130.0
7724,1635.0
7725,43832.0
7726,42228.0
7727,53460.0
7728,14639.0
7729,11057.0
7730,38357.0
7731,16951.0
7732,38692.0
7733,28841.0
7734,46869.0
7735,51508.0
7736,52815.0
7737,43550.0
7738,34039.0
7739,44051.0
7740,13690.0
7741,23898.0
7742,11785.0
7743,14139.0
7744,29427.0
7745,46329.0
7746,30698.0
7747,19332.0
7748,50538.0
7749,56229.0
7750,18477.0
7751,47059.0
7752,38183.0
7753,49844.0
7754,28841.0
7755,6641.0
7756,4782.0
7757,23795.0
7758,37018.0
7759,21140.0
7760,9321.0
7761,49867.0
7762,39566.0
7763,50213.0
7764,46103.0
7765,1863.0
7766,36636.0
7767,43210.0
7768,31365.0
7769,35448.0
7770,50093.0
7771,5552.0
7772,34753.0
7773,37969.0
7774,52499.0
7775,4445.0
7776,30698.0
7777,29413.0
7778,5379.0
7779,47218.0
7780,11235.0
7781,5128.0
7782,11529.0
7783,28841.0
7784,32081.0
7785,48024.0
7786,30650.0
7787,13789.0
7788,30961.0
7789,39633.0
7790,7036.0
7791,29956.0
7792,14854.0
7793,39312.0
7794,30898.0
7795,3209.0
7796,49596.0
7797,38435.0
7798,50132.0
7799,31033.0
7800,39930.0
7801,46318.0
7802,42214.0
7803,39477.0
7804,30217.0
7805,15238.0
7806,4657.0
7807,40308.0
7808,57573.0
7809,38609.0
7810,52750.0
7811,38235.0
7812,38319.0
7813,2611.0
7814,48012.0
7815,50200.0
7816,47680.0
7817,43288.0
7818,10374.0
7819,47686.0
7820,30936.0
7821,48638.0
7822,4786.0
7823,212.0
7824,5366.0
7825,2050.0
7826,5366.0
7827,241.0
7828,49032.0
7829,34279.0
7830,48332.0
7831,1364.0
7832,7063.0
7833,49216.0
7834,40293.0
7835,2827.0
7836,30365.0
7837,48275.0
7838,11695.0
7839,13813.0
7840,3021.0
7841,18089.0
7842,38661.0
7843,38751.0
7844,28846.0
7845,41542.0
7846,1354.0
7847,16830.0
7848,48559.0
7849,47388.0
7850,49438.0
7851,50386.0
7852,49314.0
7853,49326.0
7854,29540.0
7855,12660.0
7856,51557.0
7857,41479.0
7858,6761.0
7859,37696.0
7860,7669.0
7861,7036.0
7862,19154.0
7863,40344.0
7864,34971.0
7865,3736.0
7866,11264.0
7867,34867.0
7868,36274.0
7869,38718.0
7870,36182.0
7871,36019.0
7872,2083.0
7873,38498.0
7874,46898.0
7875,51943.0
7876,49461.0
7877,6907.0
7878,46929.0
7879,1814.0
7880,38433.0
7881,5558.0
7882,36392.0
7883,10052.0
7884,27601.0
7885,48496.0
7886,40751.0
7887,2050.0
7888,41808.0
7889,31.0
7890,38576.0
7891,39912.0
7892,10030.0
7893,29320.0
7894,28895.0
7895,1486.0
7896,11976.0
7897,42551.0
7898,13289.0
7899,34131.0
7900,32933.0
7901,37754.0
7902,40264.0
7903,29432.0
7904,33775.0
7905,48302.0
7906,7857.0
7907,48228.0
7908,37713.0
7909,35097.0
7910,29884.0
7911,52622.0
7912,11957.0
7913,34584.0
7914,308.0
7915,37885.0
7916,42281.0
7917,48974.0
7918,4567.0
7919,4790.0
7920,50563.0
7921,1790.0
7922,10667.0
7923,24315.0
7924,51721.0
7925,613.0
7926,37221.0
7927,48342.0
7928,52733.0
7929,43777.0
7930,38621.0
7931,19100.0
7932,40958.0
7933,38346.0
7934,12236.0
7935,46328.0
7936,32422.0
7937,40715.0
7938,52603.0
7939,28162.0
7940,28841.0
7941,33999.0
7942,28841.0
7943,36604.0
7944,17815.0
7945,1958.0
7946,18516.0
7947,34929.0
7948,50115.0
7949,5440.0
7950,49097.0
7951,13538.0
7952,39552.0
7953,50768.0
7954,28841.0
7955,41830.0
7956,37204.0
7957,35407.0
7958,53842.0
7959,5565.0
7960,53582.0
7961,14221.0
7962,26798.0
7963,50576.0
7964,35412.0
7965,39101.0
7966,48422.0
7967,46648.0
7968,34019.0
7969,38722.0
7970,57031.0
7971,103.0
7972,49078.0
7973,38286.0
7974,48711.0
7975,2346.0
7976,28841.0
7977,6925.0
7978,30865.0
7979,30448.0
7980,38342.0
7981,15264.0
7982,30698.0
7983,54211.0
7984,11832.0
7985,51879.0
7986,38520.0
7987,4334.0
7988,16399.0
7989,49639.0
7990,47871.0
7991,11273.0
7992,30763.0
7993,30698.0
7994,29906.0
7995,28995.0
7996,9968.0
7997,37060.0
7998,12379.0
7999,39989.0
8000,46682.0
8001,35931.0
8002,50909.0
8003,52441.0
8004,56346.0
8005,6686.0
8006,36715.0
8007,12000.0
8008,48776.0
8009,11783.0
8010,9315.0
8011,11997.0
8012,12480.0
8013,49097.0
8014,17147.0
8015,37809.0
8016,11212.0
8017,51989.0
8018,53493.0
8019,48406.0
8020,5590.0
8021,37326.0
8022,38580.0
8023,29691.0
8024,35355.0
8025,30915.0
8026,63.0
8027,39943.0
8028,34346.0
8029,48552.0
8030,14544.0
8031,9635.0
8032,11057.0
8033,50276.0
8034,7284.0
8035,39757.0
8036,2769.0
8037,10943.0
8038,34368.0
8039,39079.0
8040,38295.0
8041,1781.0
8042,49983.0
8043,15721.0
8044,42232.0
8045,51719.0
8046,49370.0
8047,39649.0
8048,42067.0
8049,46584.0
8050,5384.0
8051,51509.0
8052,10053.0
8053,31351.0
8054,7259.0
8055,40391.0
8056,41658.0
8057,5366.0
8058,48425.0
8059,2769.0
8060,28841.0
8061,50461.0
8062,50174.0
8063,36047.0
8064,52494.0
8065,34056.0
8066,48849.0
8067,48479.0
8068,6753.0
8069,45705.0
8070,36307.0
8071,38832.0
8072,31602.0
8073,36297.0
8074,4231.0
8075,39433.0
8076,8989.0
8077,2611.0
8078,48429.0
8079,32078.0
8080,9542.0
8081,44085.0
8082,35487.0
8083,12987.0
8084,5101.0
8085,51155.0
8086,7036.0
8087,32622.0
8088,39972.0
8089,48212.0
8090,12083.0
8091,46602.0
8092,4606.0
8093,1364.0
8094,37249.0
8095,37782.0
8096,38686.0
8097,30925.0
8098,32311.0
8099,51840.0
8100,39075.0
8101,39790.0
8102,49226.0
8103,39199.0
8104,50252.0
8105,11587.0
8106,49031.0
8107,41107.0
8108,34155.0
8109,38501.0
8110,49965.0
8111,30461.0
8112,35667.0
8113,38576.0
8114,33775.0
8115,30414.0
8116,39921.0
8117,2738.0
8118,47449.0
8119,41399.0
8120,39604.0
8121,16251.0
8122,46734.0
8123,43006.0
8124,39021.0
8125,51556.0
8126,30891.0
8127,5401.0
8128,28841.0
8129,46444.0
8130,49479.0
8131,38718.0
8132,37524.0
8133,28841.0
8134,28841.0
8135,47679.0
